district,date,month,year,visitors,Dates
Nagarkurnool ,1/10/2018,October,2018,8,10/1/2018
Nagarkurnool ,1/11/2018,November,2018,30,11/1/2018
Nagarkurnool ,1/12/2018,December,2018,10,12/1/2018
Nalgonda,1/1/2018,January,2018,0,1/1/2018
Nalgonda,1/2/2018,February,2018,0,2/1/2018
Nalgonda,1/3/2018,March,2018,0,3/1/2018
Nalgonda,1/4/2018,April,2018,0,4/1/2018
Nalgonda,1/5/2018,May,2018,0,5/1/2018
Nalgonda,1/6/2018,June,2018,0,6/1/2018
Nalgonda,1/7/2018,July,2018,0,7/1/2018
Nalgonda,1/8/2018,August,2018,0,8/1/2018
Nalgonda,1/9/2018,September,2018,0,9/1/2018
Nalgonda,1/10/2018,October,2018,0,10/1/2018
Nalgonda,1/11/2018,November,2018,0,11/1/2018
Nalgonda,1/12/2018,December,2018,0,12/1/2018
Nirmal,1/1/2018,January,2018,0,1/1/2018
Nirmal,1/2/2018,February,2018,0,2/1/2018
Nirmal,1/3/2018,March,2018,0,3/1/2018
Nirmal,1/4/2018,April,2018,0,4/1/2018
Nirmal,1/5/2018,May,2018,0,5/1/2018
Nirmal,1/6/2018,June,2018,0,6/1/2018
Nirmal,1/7/2018,July,2018,0,7/1/2018
Nirmal,1/8/2018,August,2018,2,8/1/2018
Nirmal,1/9/2018,September,2018,0,9/1/2018
Nirmal,1/10/2018,October,2018,0,10/1/2018
Nirmal,1/11/2018,November,2018,0,11/1/2018
Nirmal,1/12/2018,December,2018,0,12/1/2018
Nizamabad,1/1/2018,January,2018,1,1/1/2018
Nizamabad,1/2/2018,February,2018,0,2/1/2018
Nizamabad,1/3/2018,March,2018,0,3/1/2018
Nizamabad,1/4/2018,April,2018,0,4/1/2018
Nizamabad,1/5/2018,May,2018,0,5/1/2018
Nizamabad,1/6/2018,June,2018,0,6/1/2018
Nizamabad,1/7/2018,July,2018,1,7/1/2018
Nizamabad,1/8/2018,August,2018,0,8/1/2018
Nizamabad,1/9/2018,September,2018,0,9/1/2018
Nizamabad,1/10/2018,October,2018,0,10/1/2018
Nizamabad,1/11/2018,November,2018,0,11/1/2018
Nizamabad,1/12/2018,December,2018,0,12/1/2018
Peddapalli,1/1/2018,January,2018,0,1/1/2018
Peddapalli,1/2/2018,February,2018,0,2/1/2018
Peddapalli,1/3/2018,March,2018,0,3/1/2018
Peddapalli,1/4/2018,April,2018,0,4/1/2018
Peddapalli,1/5/2018,May,2018,0,5/1/2018
Peddapalli,1/6/2018,June,2018,0,6/1/2018
Peddapalli,1/7/2018,July,2018,0,7/1/2018
Peddapalli,1/8/2018,August,2018,0,8/1/2018
Peddapalli,1/9/2018,September,2018,0,9/1/2018
Peddapalli,1/10/2018,October,2018,0,10/1/2018
Peddapalli,1/11/2018,November,2018,0,11/1/2018
Peddapalli,1/12/2018,December,2018,0,12/1/2018
Rajanna Sircilla ,1/1/2018,January,2018,0,1/1/2018
Rajanna Sircilla ,1/2/2018,February,2018,0,2/1/2018
Rajanna Sircilla ,1/3/2018,March,2018,0,3/1/2018
Rajanna Sircilla ,1/4/2018,April,2018,0,4/1/2018
Rajanna Sircilla ,1/5/2018,May,2018,0,5/1/2018
Rajanna Sircilla ,1/6/2018,June,2018,0,6/1/2018
Rajanna Sircilla ,1/7/2018,July,2018,0,7/1/2018
Rajanna Sircilla ,1/8/2018,August,2018,0,8/1/2018
Rajanna Sircilla ,1/9/2018,September,2018,0,9/1/2018
Rajanna Sircilla ,1/10/2018,October,2018,0,10/1/2018
Rajanna Sircilla ,1/11/2018,November,2018,0,11/1/2018
Rajanna Sircilla ,1/12/2018,December,2018,0,12/1/2018
Ranga Reddy,1/1/2018,January,2018,0,1/1/2018
Ranga Reddy,1/2/2018,February,2018,0,2/1/2018
Ranga Reddy,1/3/2018,March,2018,0,3/1/2018
Ranga Reddy,1/4/2018,April,2018,0,4/1/2018
Ranga Reddy,1/5/2018,May,2018,0,5/1/2018
Ranga Reddy,1/6/2018,June,2018,0,6/1/2018
Ranga Reddy,1/7/2018,July,2018,0,7/1/2018
Ranga Reddy,1/8/2018,August,2018,0,8/1/2018
Ranga Reddy,1/9/2018,September,2018,0,9/1/2018
Ranga Reddy,1/10/2018,October,2018,0,10/1/2018
Ranga Reddy,1/11/2018,November,2018,0,11/1/2018
Ranga Reddy,1/12/2018,December,2018,0,12/1/2018
Sangareddy ,1/1/2018,January,2018,0,1/1/2018
Sangareddy ,1/2/2018,February,2018,0,2/1/2018
Sangareddy ,1/3/2018,March,2018,0,3/1/2018
Sangareddy ,1/4/2018,April,2018,0,4/1/2018
Sangareddy ,1/5/2018,May,2018,0,5/1/2018
Sangareddy ,1/6/2018,June,2018,0,6/1/2018
Sangareddy ,1/7/2018,July,2018,0,7/1/2018
Sangareddy ,1/8/2018,August,2018,0,8/1/2018
Sangareddy ,1/9/2018,September,2018,0,9/1/2018
Sangareddy ,1/10/2018,October,2018,0,10/1/2018
Sangareddy ,1/11/2018,November,2018,0,11/1/2018
Sangareddy ,1/12/2018,December,2018,0,12/1/2018
Siddipet,1/1/2018,January,2018,0,1/1/2018
Siddipet,1/2/2018,February,2018,0,2/1/2018
Siddipet,1/3/2018,March,2018,0,3/1/2018
Siddipet,1/4/2018,April,2018,0,4/1/2018
Siddipet,1/5/2018,May,2018,0,5/1/2018
Siddipet,1/6/2018,June,2018,0,6/1/2018
Siddipet,1/7/2018,July,2018,0,7/1/2018
Siddipet,1/8/2018,August,2018,0,8/1/2018
Siddipet,1/9/2018,September,2018,0,9/1/2018
Siddipet,1/10/2018,October,2018,0,10/1/2018
Siddipet,1/11/2018,November,2018,0,11/1/2018
Siddipet,1/12/2018,December,2018,0,12/1/2018
Suryapet,1/1/2018,January,2018,0,1/1/2018
Suryapet,1/2/2018,February,2018,0,2/1/2018
Suryapet,1/3/2018,March,2018,0,3/1/2018
Suryapet,1/4/2018,April,2018,0,4/1/2018
Suryapet,1/5/2018,May,2018,0,5/1/2018
Suryapet,1/6/2018,June,2018,0,6/1/2018
Suryapet,1/7/2018,July,2018,0,7/1/2018
Suryapet,1/8/2018,August,2018,0,8/1/2018
Suryapet,1/9/2018,September,2018,0,9/1/2018
Suryapet,1/10/2018,October,2018,0,10/1/2018
Suryapet,1/11/2018,November,2018,0,11/1/2018
Suryapet,1/12/2018,December,2018,0,12/1/2018
Vikarabad,1/1/2018,January,2018,0,1/1/2018
Vikarabad,1/2/2018,February,2018,0,2/1/2018
Vikarabad,1/3/2018,March,2018,0,3/1/2018
Vikarabad,1/4/2018,April,2018,0,4/1/2018
Vikarabad,1/5/2018,May,2018,0,5/1/2018
Vikarabad,1/6/2018,June,2018,0,6/1/2018
Vikarabad,1/7/2018,July,2018,0,7/1/2018
Vikarabad,1/8/2018,August,2018,0,8/1/2018
Vikarabad,1/9/2018,September,2018,0,9/1/2018
Vikarabad,1/10/2018,October,2018,0,10/1/2018
Vikarabad,1/11/2018,November,2018,0,11/1/2018
Vikarabad,1/12/2018,December,2018,0,12/1/2018
Wanaparthy ,1/1/2018,January,2018,0,1/1/2018
Wanaparthy ,1/2/2018,February,2018,0,2/1/2018
Wanaparthy ,1/3/2018,March,2018,0,3/1/2018
Wanaparthy ,1/4/2018,April,2018,0,4/1/2018
Wanaparthy ,1/5/2018,May,2018,0,5/1/2018
Wanaparthy ,1/6/2018,June,2018,0,6/1/2018
Wanaparthy ,1/7/2018,July,2018,0,7/1/2018
Wanaparthy ,1/8/2018,August,2018,0,8/1/2018
Wanaparthy ,1/9/2018,September,2018,0,9/1/2018
Wanaparthy ,1/10/2018,October,2018,0,10/1/2018
Wanaparthy ,1/11/2018,November,2018,0,11/1/2018
Wanaparthy ,1/12/2018,December,2018,0,12/1/2018
Warangal (Rural),1/1/2018,January,2018,0,1/1/2018
Warangal (Rural),1/2/2018,February,2018,0,2/1/2018
Warangal (Rural),1/3/2018,March,2018,0,3/1/2018
Warangal (Rural),1/4/2018,April,2018,0,4/1/2018
Warangal (Rural),1/5/2018,May,2018,0,5/1/2018
Warangal (Rural),1/6/2018,June,2018,0,6/1/2018
Warangal (Rural),1/7/2018,July,2018,0,7/1/2018
Warangal (Rural),1/8/2018,August,2018,0,8/1/2018
Warangal (Rural),1/9/2018,September,2018,0,9/1/2018
Warangal (Rural),1/10/2018,October,2018,0,10/1/2018
Warangal (Rural),1/11/2018,November,2018,0,11/1/2018
Warangal (Rural),1/12/2018,December,2018,0,12/1/2018
Warangal (Urban),1/1/2018,January,2018,150,1/1/2018
Warangal (Urban),1/2/2018,February,2018,185,2/1/2018
Warangal (Urban),1/3/2018,March,2018,160,3/1/2018
Warangal (Urban),1/4/2018,April,2018,150,4/1/2018
Warangal (Urban),1/5/2018,May,2018,140,5/1/2018
Warangal (Urban),1/6/2018,June,2018,130,6/1/2018
Warangal (Urban),1/7/2018,July,2018,130,7/1/2018
Warangal (Urban),1/8/2018,August,2018,135,8/1/2018
Warangal (Urban),1/9/2018,September,2018,145,9/1/2018
Warangal (Urban),1/10/2018,October,2018,160,10/1/2018
Warangal (Urban),1/11/2018,November,2018,170,11/1/2018
Warangal (Urban),1/12/2018,December,2018,187,12/1/2018
Yadadri Bhongir,1/1/2018,January,2018,0,1/1/2018
Yadadri Bhongir,1/2/2018,February,2018,0,2/1/2018
Yadadri Bhongir,1/3/2018,March,2018,0,3/1/2018
Yadadri Bhongir,1/4/2018,April,2018,0,4/1/2018
Yadadri Bhongir,1/5/2018,May,2018,0,5/1/2018
Yadadri Bhongir,1/6/2018,June,2018,0,6/1/2018
Yadadri Bhongir,1/7/2018,July,2018,0,7/1/2018
Yadadri Bhongir,1/8/2018,August,2018,0,8/1/2018
Yadadri Bhongir,1/9/2018,September,2018,0,9/1/2018
Yadadri Bhongir,1/10/2018,October,2018,0,10/1/2018
Yadadri Bhongir,1/11/2018,November,2018,0,11/1/2018
Yadadri Bhongir,1/12/2018,December,2018,0,12/1/2018
Adilabad,1/1/2019,January,2019,0,1/1/2019
Adilabad,1/2/2019,February,2019,2,2/1/2019
Adilabad,1/3/2019,March,2019,0,3/1/2019
Adilabad,1/4/2019,April,2019,0,4/1/2019
Adilabad,1/5/2019,May,2019,0,5/1/2019
Adilabad,1/6/2019,June,2019,0,6/1/2019
Adilabad,1/7/2019,July,2019,0,7/1/2019
Adilabad,1/8/2019,August,2019,2,8/1/2019
Adilabad,1/9/2019,September,2019,0,9/1/2019
Adilabad,1/10/2019,October,2019,0,10/1/2019
Adilabad,1/11/2019,November,2019,2,11/1/2019
Adilabad,1/12/2019,December,2019,0,12/1/2019
Bhadradri Kothagudem ,1/1/2019,January,2019,0,1/1/2019
Bhadradri Kothagudem ,1/2/2019,February,2019,0,2/1/2019
Bhadradri Kothagudem ,1/3/2019,March,2019,0,3/1/2019
Bhadradri Kothagudem ,1/4/2019,April,2019,0,4/1/2019
Bhadradri Kothagudem ,1/5/2019,May,2019,0,5/1/2019
Bhadradri Kothagudem ,1/6/2019,June,2019,0,6/1/2019
Bhadradri Kothagudem ,1/7/2019,July,2019,0,7/1/2019
Bhadradri Kothagudem ,1/8/2019,August,2019,0,8/1/2019
Bhadradri Kothagudem ,1/9/2019,September,2019,0,9/1/2019
Bhadradri Kothagudem ,1/10/2019,October,2019,0,10/1/2019
Bhadradri Kothagudem ,1/11/2019,November,2019,0,11/1/2019
Bhadradri Kothagudem ,1/12/2019,December,2019,0,12/1/2019
Hyderabad,1/1/2019,January,2019,35920,1/1/2019
Hyderabad,1/2/2019,February,2019,25621,2/1/2019
Hyderabad,1/3/2019,March,2019,21929,3/1/2019
Hyderabad,1/4/2019,April,2019,18267,4/1/2019
Hyderabad,1/5/2019,May,2019,17317,5/1/2019
Hyderabad,1/6/2019,June,2019,20077,6/1/2019
Hyderabad,1/7/2019,July,2019,27874,7/1/2019
Hyderabad,1/8/2019,August,2019,22725,8/1/2019
Hyderabad,1/9/2019,September,2019,34018,9/1/2019
Hyderabad,1/10/2019,October,2019,28706,10/1/2019
Hyderabad,1/11/2019,November,2019,32762,11/1/2019
Hyderabad,1/12/2019,December,2019,34084,12/1/2019
Jagtial ,1/1/2019,January,2019,0,1/1/2019
Jagtial ,1/2/2019,February,2019,0,2/1/2019
Jagtial ,1/3/2019,March,2019,0,3/1/2019
Jagtial ,1/4/2019,April,2019,0,4/1/2019
Jagtial ,1/5/2019,May,2019,0,5/1/2019
Jagtial ,1/6/2019,June,2019,0,6/1/2019
Jagtial ,1/7/2019,July,2019,0,7/1/2019
Jagtial ,1/8/2019,August,2019,0,8/1/2019
Jagtial ,1/9/2019,September,2019,0,9/1/2019
Jagtial ,1/10/2019,October,2019,0,10/1/2019
Jagtial ,1/11/2019,November,2019,0,11/1/2019
Jagtial ,1/12/2019,December,2019,0,12/1/2019
Jangaon ,1/1/2019,January,2019,0,1/1/2019
Jangaon ,1/2/2019,February,2019,0,2/1/2019
Jangaon ,1/3/2019,March,2019,0,3/1/2019
Jangaon ,1/4/2019,April,2019,0,4/1/2019
Jangaon ,1/5/2019,May,2019,0,5/1/2019
Jangaon ,1/6/2019,June,2019,0,6/1/2019
Jangaon ,1/7/2019,July,2019,0,7/1/2019
Jangaon ,1/8/2019,August,2019,0,8/1/2019
Jangaon ,1/9/2019,September,2019,0,9/1/2019
Jangaon ,1/10/2019,October,2019,0,10/1/2019
Jangaon ,1/11/2019,November,2019,0,11/1/2019
Jangaon ,1/12/2019,December,2019,0,12/1/2019
Jayashankar Bhoopalpally,1/1/2019,January,2019,45,1/1/2019
Jayashankar Bhoopalpally,1/2/2019,February,2019,0,2/1/2019
Jayashankar Bhoopalpally,1/3/2019,March,2019,0,3/1/2019
Jayashankar Bhoopalpally,1/4/2019,April,2019,0,4/1/2019
Jayashankar Bhoopalpally,1/5/2019,May,2019,0,5/1/2019
Jayashankar Bhoopalpally,1/6/2019,June,2019,0,6/1/2019
Jayashankar Bhoopalpally,1/7/2019,July,2019,0,7/1/2019
Jayashankar Bhoopalpally,1/8/2019,August,2019,0,8/1/2019
Jayashankar Bhoopalpally,1/9/2019,September,2019,0,9/1/2019
Jayashankar Bhoopalpally,1/10/2019,October,2019,0,10/1/2019
Jayashankar Bhoopalpally,1/11/2019,November,2019,0,11/1/2019
Jayashankar Bhoopalpally,1/12/2019,December,2019,0,12/1/2019
Jogulamba Gadwal ,1/1/2019,January,2019,36,1/1/2019
Jogulamba Gadwal ,1/2/2019,February,2019,6,2/1/2019
Jogulamba Gadwal ,1/3/2019,March,2019,22,3/1/2019
Jogulamba Gadwal ,1/4/2019,April,2019,16,4/1/2019
Jogulamba Gadwal ,1/5/2019,May,2019,20,5/1/2019
Jogulamba Gadwal ,1/6/2019,June,2019,22,6/1/2019
Jogulamba Gadwal ,1/7/2019,July,2019,37,7/1/2019
Jogulamba Gadwal ,1/8/2019,August,2019,42,8/1/2019
Jogulamba Gadwal ,1/9/2019,September,2019,25,9/1/2019
Jogulamba Gadwal ,1/10/2019,October,2019,13,10/1/2019
Jogulamba Gadwal ,1/11/2019,November,2019,45,11/1/2019
Jogulamba Gadwal ,1/12/2019,December,2019,11,12/1/2019
Kamareddy ,1/1/2019,January,2019,0,1/1/2019
Kamareddy ,1/2/2019,February,2019,0,2/1/2019
Kamareddy ,1/3/2019,March,2019,0,3/1/2019
Kamareddy ,1/4/2019,April,2019,0,4/1/2019
Kamareddy ,1/5/2019,May,2019,0,5/1/2019
Kamareddy ,1/6/2019,June,2019,0,6/1/2019
Kamareddy ,1/7/2019,July,2019,0,7/1/2019
Kamareddy ,1/8/2019,August,2019,0,8/1/2019
Kamareddy ,1/9/2019,September,2019,0,9/1/2019
Kamareddy ,1/10/2019,October,2019,0,10/1/2019
Kamareddy ,1/11/2019,November,2019,0,11/1/2019
Kamareddy ,1/12/2019,December,2019,0,12/1/2019
Karimnagar ,1/1/2019,January,2019,0,1/1/2019
Karimnagar ,1/2/2019,February,2019,0,2/1/2019
Karimnagar ,1/3/2019,March,2019,0,3/1/2019
Karimnagar ,1/4/2019,April,2019,0,4/1/2019
Karimnagar ,1/5/2019,May,2019,0,5/1/2019
Karimnagar ,1/6/2019,June,2019,0,6/1/2019
Karimnagar ,1/7/2019,July,2019,0,7/1/2019
Karimnagar ,1/8/2019,August,2019,0,8/1/2019
Karimnagar ,1/9/2019,September,2019,0,9/1/2019
Karimnagar ,1/10/2019,October,2019,0,10/1/2019
Karimnagar ,1/11/2019,November,2019,0,11/1/2019
Karimnagar ,1/12/2019,December,2019,0,12/1/2019
Khammam,1/1/2019,January,2019,0,1/1/2019
Khammam,1/2/2019,February,2019,0,2/1/2019
Khammam,1/3/2019,March,2019,0,3/1/2019
Khammam,1/4/2019,April,2019,0,4/1/2019
Khammam,1/5/2019,May,2019,0,5/1/2019
Khammam,1/6/2019,June,2019,0,6/1/2019
Khammam,1/7/2019,July,2019,0,7/1/2019
Khammam,1/8/2019,August,2019,0,8/1/2019
Khammam,1/9/2019,September,2019,0,9/1/2019
Khammam,1/10/2019,October,2019,0,10/1/2019
Khammam,1/11/2019,November,2019,0,11/1/2019
Khammam,1/12/2019,December,2019,0,12/1/2019
Komaram Bheem Asifabad,1/1/2019,January,2019,0,1/1/2019
Komaram Bheem Asifabad,1/2/2019,February,2019,0,2/1/2019
Komaram Bheem Asifabad,1/3/2019,March,2019,0,3/1/2019
Komaram Bheem Asifabad,1/4/2019,April,2019,0,4/1/2019
Komaram Bheem Asifabad,1/5/2019,May,2019,0,5/1/2019
Komaram Bheem Asifabad,1/6/2019,June,2019,0,6/1/2019
Komaram Bheem Asifabad,1/7/2019,July,2019,0,7/1/2019
Komaram Bheem Asifabad,1/8/2019,August,2019,0,8/1/2019
Komaram Bheem Asifabad,1/9/2019,September,2019,0,9/1/2019
Komaram Bheem Asifabad,1/10/2019,October,2019,0,10/1/2019
Komaram Bheem Asifabad,1/11/2019,November,2019,0,11/1/2019
Komaram Bheem Asifabad,1/12/2019,December,2019,0,12/1/2019
Mahabubabad ,1/1/2019,January,2019,0,1/1/2019
Mahabubabad ,1/2/2019,February,2019,0,2/1/2019
Mahabubabad ,1/3/2019,March,2019,0,3/1/2019
Mahabubabad ,1/4/2019,April,2019,0,4/1/2019
Mahabubabad ,1/5/2019,May,2019,0,5/1/2019
Mahabubabad ,1/6/2019,June,2019,0,6/1/2019
Mahabubabad ,1/7/2019,July,2019,0,7/1/2019
Mahabubabad ,1/8/2019,August,2019,0,8/1/2019
Mahabubabad ,1/9/2019,September,2019,0,9/1/2019
Mahabubabad ,1/10/2019,October,2019,0,10/1/2019
Mahabubabad ,1/11/2019,November,2019,0,11/1/2019
Mahabubabad ,1/12/2019,December,2019,0,12/1/2019
Mahbubnagar,1/1/2019,January,2019,45,1/1/2019
Mahbubnagar,1/2/2019,February,2019,29,2/1/2019
Mahbubnagar,1/3/2019,March,2019,28,3/1/2019
Mahbubnagar,1/4/2019,April,2019,34,4/1/2019
Mahbubnagar,1/5/2019,May,2019,20,5/1/2019
Mahbubnagar,1/6/2019,June,2019,28,6/1/2019
Mahbubnagar,1/7/2019,July,2019,47,7/1/2019
Mahbubnagar,1/8/2019,August,2019,44,8/1/2019
Mahbubnagar,1/9/2019,September,2019,34,9/1/2019
Mahbubnagar,1/10/2019,October,2019,37,10/1/2019
Mahbubnagar,1/11/2019,November,2019,68,11/1/2019
Mahbubnagar,1/12/2019,December,2019,26,12/1/2019
Mancherial,1/1/2019,January,2019,0,1/1/2019
Mancherial,1/2/2019,February,2019,0,2/1/2019
Mancherial,1/3/2019,March,2019,0,3/1/2019
Mancherial,1/4/2019,April,2019,0,4/1/2019
Mancherial,1/5/2019,May,2019,0,5/1/2019
Mancherial,1/6/2019,June,2019,0,6/1/2019
Mancherial,1/7/2019,July,2019,0,7/1/2019
Mancherial,1/8/2019,August,2019,0,8/1/2019
Mancherial,1/9/2019,September,2019,0,9/1/2019
Mancherial,1/10/2019,October,2019,0,10/1/2019
Mancherial,1/11/2019,November,2019,10,11/1/2019
Mancherial,1/12/2019,December,2019,0,12/1/2019
Medak ,1/1/2019,January,2019,0,1/1/2019
Medak ,1/2/2019,February,2019,0,2/1/2019
Medak ,1/3/2019,March,2019,0,3/1/2019
Medak ,1/4/2019,April,2019,0,4/1/2019
Medak ,1/5/2019,May,2019,0,5/1/2019
Medak ,1/6/2019,June,2019,0,6/1/2019
Medak ,1/7/2019,July,2019,0,7/1/2019
Medak ,1/8/2019,August,2019,0,8/1/2019
Medak ,1/9/2019,September,2019,0,9/1/2019
Medak ,1/10/2019,October,2019,0,10/1/2019
Medak ,1/11/2019,November,2019,0,11/1/2019
Medak ,1/12/2019,December,2019,0,12/1/2019
Medchal ,1/1/2019,January,2019,0,1/1/2019
Medchal ,1/2/2019,February,2019,0,2/1/2019
Medchal ,1/3/2019,March,2019,0,3/1/2019
Medchal ,1/4/2019,April,2019,0,4/1/2019
Medchal ,1/5/2019,May,2019,0,5/1/2019
Medchal ,1/6/2019,June,2019,0,6/1/2019
Medchal ,1/7/2019,July,2019,0,7/1/2019
Medchal ,1/8/2019,August,2019,0,8/1/2019
Medchal ,1/9/2019,September,2019,0,9/1/2019
Medchal ,1/10/2019,October,2019,0,10/1/2019
Medchal ,1/11/2019,November,2019,0,11/1/2019
Medchal ,1/12/2019,December,2019,0,12/1/2019
Mulugu,1/1/2019,January,2019,0,1/1/2019
Mulugu,1/2/2019,February,2019,45,2/1/2019
Mulugu,1/3/2019,March,2019,40,3/1/2019
Mulugu,1/4/2019,April,2019,40,4/1/2019
Mulugu,1/5/2019,May,2019,40,5/1/2019
Mulugu,1/6/2019,June,2019,50,6/1/2019
Mulugu,1/7/2019,July,2019,55,7/1/2019
Mulugu,1/8/2019,August,2019,50,8/1/2019
Mulugu,1/9/2019,September,2019,60,9/1/2019
Mulugu,1/10/2019,October,2019,60,10/1/2019
Mulugu,1/11/2019,November,2019,70,11/1/2019
Mulugu,1/12/2019,December,2019,65,12/1/2019
Nagarkurnool ,1/1/2019,January,2019,35,1/1/2019
Nagarkurnool ,1/2/2019,February,2019,15,2/1/2019
Nagarkurnool ,1/3/2019,March,2019,14,3/1/2019
Nagarkurnool ,1/4/2019,April,2019,18,4/1/2019
Nagarkurnool ,1/5/2019,May,2019,14,5/1/2019
Nagarkurnool ,1/6/2019,June,2019,14,6/1/2019
Nagarkurnool ,1/7/2019,July,2019,17,7/1/2019
Nagarkurnool ,1/8/2019,August,2019,22,8/1/2019
Nagarkurnool ,1/9/2019,September,2019,7,9/1/2019
Nagarkurnool ,1/10/2019,October,2019,3,10/1/2019
Nagarkurnool ,1/11/2019,November,2019,30,11/1/2019
Nagarkurnool ,1/12/2019,December,2019,10,12/1/2019
Nalgonda,1/1/2019,January,2019,0,1/1/2019
Nalgonda,1/2/2019,February,2019,0,2/1/2019
Nalgonda,1/3/2019,March,2019,0,3/1/2019
Nalgonda,1/4/2019,April,2019,0,4/1/2019
Nalgonda,1/5/2019,May,2019,0,5/1/2019
Nalgonda,1/6/2019,June,2019,0,6/1/2019
Nalgonda,1/7/2019,July,2019,0,7/1/2019
Nalgonda,1/8/2019,August,2019,0,8/1/2019
Nalgonda,1/9/2019,September,2019,0,9/1/2019
Nalgonda,1/10/2019,October,2019,0,10/1/2019
Nalgonda,1/11/2019,November,2019,0,11/1/2019
Nalgonda,1/12/2019,December,2019,0,12/1/2019
Narayanpet,1/1/2019,January,2019,0,1/1/2019
Narayanpet,1/2/2019,February,2019,0,2/1/2019
Narayanpet,1/3/2019,March,2019,0,3/1/2019
Narayanpet,1/4/2019,April,2019,0,4/1/2019
Narayanpet,1/5/2019,May,2019,0,5/1/2019
Narayanpet,1/6/2019,June,2019,0,6/1/2019
Narayanpet,1/7/2019,July,2019,0,7/1/2019
Narayanpet,1/8/2019,August,2019,0,8/1/2019
Narayanpet,1/9/2019,September,2019,0,9/1/2019
Narayanpet,1/10/2019,October,2019,0,10/1/2019
Narayanpet,1/11/2019,November,2019,0,11/1/2019
Narayanpet,1/12/2019,December,2019,5,12/1/2019
Nirmal,1/1/2019,January,2019,0,1/1/2019
Nirmal,1/2/2019,February,2019,0,2/1/2019
Nirmal,1/3/2019,March,2019,0,3/1/2019
Nirmal,1/4/2019,April,2019,0,4/1/2019
Nirmal,1/5/2019,May,2019,0,5/1/2019
Nirmal,1/6/2019,June,2019,0,6/1/2019
Nirmal,1/7/2019,July,2019,0,7/1/2019
Nirmal,1/8/2019,August,2019,0,8/1/2019
Nirmal,1/9/2019,September,2019,0,9/1/2019
Nirmal,1/10/2019,October,2019,0,10/1/2019
Nirmal,1/11/2019,November,2019,0,11/1/2019
Nirmal,1/12/2019,December,2019,0,12/1/2019
Nizamabad,1/1/2019,January,2019,0,1/1/2019
Nizamabad,1/2/2019,February,2019,1,2/1/2019
Nizamabad,1/3/2019,March,2019,0,3/1/2019
Nizamabad,1/4/2019,April,2019,0,4/1/2019
Nizamabad,1/5/2019,May,2019,0,5/1/2019
Nizamabad,1/6/2019,June,2019,0,6/1/2019
Nizamabad,1/7/2019,July,2019,0,7/1/2019
Nizamabad,1/8/2019,August,2019,0,8/1/2019
Nizamabad,1/9/2019,September,2019,0,9/1/2019
Nizamabad,1/10/2019,October,2019,0,10/1/2019
Nizamabad,1/11/2019,November,2019,0,11/1/2019
Nizamabad,1/12/2019,December,2019,0,12/1/2019
Peddapalli,1/1/2019,January,2019,0,1/1/2019
Peddapalli,1/2/2019,February,2019,0,2/1/2019
Peddapalli,1/3/2019,March,2019,0,3/1/2019
Peddapalli,1/4/2019,April,2019,0,4/1/2019
Peddapalli,1/5/2019,May,2019,0,5/1/2019
Peddapalli,1/6/2019,June,2019,0,6/1/2019
Peddapalli,1/7/2019,July,2019,0,7/1/2019
Peddapalli,1/8/2019,August,2019,0,8/1/2019
Peddapalli,1/9/2019,September,2019,0,9/1/2019
Peddapalli,1/10/2019,October,2019,0,10/1/2019
Peddapalli,1/11/2019,November,2019,0,11/1/2019
Peddapalli,1/12/2019,December,2019,0,12/1/2019
Rajanna Sircilla ,1/1/2019,January,2019,0,1/1/2019
Rajanna Sircilla ,1/2/2019,February,2019,0,2/1/2019
Rajanna Sircilla ,1/3/2019,March,2019,0,3/1/2019
Rajanna Sircilla ,1/4/2019,April,2019,0,4/1/2019
Rajanna Sircilla ,1/5/2019,May,2019,0,5/1/2019
Rajanna Sircilla ,1/6/2019,June,2019,0,6/1/2019
Rajanna Sircilla ,1/7/2019,July,2019,0,7/1/2019
Rajanna Sircilla ,1/8/2019,August,2019,0,8/1/2019
Rajanna Sircilla ,1/9/2019,September,2019,0,9/1/2019
Rajanna Sircilla ,1/10/2019,October,2019,0,10/1/2019
Rajanna Sircilla ,1/11/2019,November,2019,0,11/1/2019
Rajanna Sircilla ,1/12/2019,December,2019,0,12/1/2019
Ranga Reddy,1/1/2019,January,2019,0,1/1/2019
Ranga Reddy,1/2/2019,February,2019,0,2/1/2019
Ranga Reddy,1/3/2019,March,2019,0,3/1/2019
Ranga Reddy,1/4/2019,April,2019,0,4/1/2019
Ranga Reddy,1/5/2019,May,2019,0,5/1/2019
Ranga Reddy,1/6/2019,June,2019,0,6/1/2019
Ranga Reddy,1/7/2019,July,2019,0,7/1/2019
Ranga Reddy,1/8/2019,August,2019,0,8/1/2019
Ranga Reddy,1/9/2019,September,2019,0,9/1/2019
Ranga Reddy,1/10/2019,October,2019,0,10/1/2019
Ranga Reddy,1/11/2019,November,2019,0,11/1/2019
Ranga Reddy,1/12/2019,December,2019,0,12/1/2019
Sangareddy ,1/1/2019,January,2019,0,1/1/2019
Sangareddy ,1/2/2019,February,2019,0,2/1/2019
Sangareddy ,1/3/2019,March,2019,0,3/1/2019
Sangareddy ,1/4/2019,April,2019,0,4/1/2019
Sangareddy ,1/5/2019,May,2019,0,5/1/2019
Sangareddy ,1/6/2019,June,2019,0,6/1/2019
